Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1704343625.8648899,327245,1704343625,799986954,ublox_gps,2,15,43.3571527,-37.272089621502865,54.824,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
1704343626.081797,327246,1704343625,999986883,ublox_gps,2,15,43.3571532,-37.27208892150286,54.819,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
1704343626.2795084,327247,1704343626,199986809,ublox_gps,2,15,43.3571538,-37.27208802150287,54.818,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
1704343626.4768796,327248,1704343626,399986737,ublox_gps,2,15,43.3571545,-37.272087121502864,54.821,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
1704343626.6622028,327249,1704343626,599986664,ublox_gps,2,15,43.3571552,-37.27208642150286,54.816,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.00012099999999999999,2
1704343626.86848,327250,1704343626,799986592,ublox_gps,2,15,43.357155999999996,-37.272085521502866,54.811,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.00012099999999999999,2
1704343627.0817504,327251,1704343626,999986520,ublox_gps,2,15,43.357157,-37.272084821502865,54.806000000000004,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.000144,2
1704343627.2687576,327252,1704343627,199986447,ublox_gps,2,15,43.357158,-37.272084221502865,54.801,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.000169,2
1704343627.4685805,327253,1704343627,399986375,ublox_gps,2,15,43.357158899999995,-37.272083521502864,54.796,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.000169,2
1704343627.6646,327254,1704343627,599986302,ublox_gps,2,15,43.35716,-37.272083021502866,54.798,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.000169,2
