Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,child_frame_id,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.orientation.w,pose.covariance,twist.twist.linear.x,twist.twist.linear.y,twist.twist.linear.z,twist.twist.angular.x,twist.twist.angular.y,twist.twist.angular.z,twist.covariance
1704351528.6909082,1486983,1704351528,684218884,map,base_link,2.615974507209564,9.21665690689639,-0.08192437505529937,0.007641408877746075,-0.0010335857270310981,0.6243052931282288,0.7811423951770793,"(0.010304570198059082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010304570198059082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010304570198059082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010304570198059082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010304570198059082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010304570198059082)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1704351528.7470434,1486984,1704351528,733557701,map,base_link,2.6039154935588904,9.219555883446882,-0.0778429552318275,0.007765929045232958,-0.0006200505168878558,0.6275556546631277,0.7785327264693206,"(0.010263307951390743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010263307951390743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010263307951390743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010263307951390743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010263307951390743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010263307951390743)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1704351528.795082,1486985,1704351528,783701897,map,base_link,2.599906397711453,9.22306421620643,-0.08745135638670531,0.008832812350764569,-0.0010845459815778823,0.6313762098412586,0.7754256165696856,"(0.010234945453703403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010234945453703403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010234945453703403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010234945453703403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010234945453703403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010234945453703403)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1704351528.848924,1486986,1704351528,834107637,map,base_link,2.596060761752783,9.23868018099887,-0.07971368797040368,0.008728541498556865,-0.0009921548263190385,0.6355134295873983,0.7720398364114196,"(0.010231593623757362, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010231593623757362, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010231593623757362, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010231593623757362, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010231593623757362, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010231593623757362)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1704351528.9014852,1486987,1704351528,884274006,map,base_link,2.5988475009818295,9.24633274003718,-0.0774470637626059,0.008998500375438073,-0.0007044638773961206,0.64026595529634,0.7681002780953174,"(0.010325485840439796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010325485840439796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010325485840439796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010325485840439796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010325485840439796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010325485840439796)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1704351528.9393673,1486988,1704351528,933655500,map,base_link,2.59686661803592,9.271617338227264,-0.07351403986516591,0.008082903896020543,0.0005065451243691873,0.6453409174520272,0.7638517594002258,"(0.010272864252328873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010272864252328873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010272864252328873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010272864252328873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010272864252328873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010272864252328873)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1704351528.989384,1486989,1704351528,983784914,map,base_link,2.615411041710171,9.27065592168925,-0.0742627691651907,0.007072395441147674,0.0015331400349098286,0.6494275144233116,0.7603890676583382,"(0.010171670466661453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010171670466661453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010171670466661453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010171670466661453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010171670466661453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010171670466661453)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1704351529.044056,1486990,1704351529,34132481,map,base_link,2.6214943586750192,9.278248111189288,-0.07762952566292192,0.007458166292664843,0.003014045098645261,0.6542677943698021,0.7562201693542487,"(0.010246491059660912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010246491059660912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010246491059660912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010246491059660912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010246491059660912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010246491059660912)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1704351529.0996883,1486991,1704351529,84635019,map,base_link,2.6221624571653313,9.289672724767126,-0.07301339297195075,0.007909800711421725,0.002102371732113636,0.6597452638063127,0.7514447431254972,"(0.010241598822176456, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010241598822176456, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010241598822176456, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010241598822176456, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010241598822176456, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010241598822176456)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1704351529.1412475,1486992,1704351529,133857489,map,base_link,2.6381592094567727,9.304710514157938,-0.0942208489173374,0.008520983802138752,0.0012428332863210414,0.6672379148416496,0.7447948799489921,"(0.010211652144789696, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010211652144789696, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010211652144789696, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010211652144789696, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010211652144789696, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010211652144789696)",0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
