Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1704351529.3484533,1444330,1704351529,348201304,base_link,0.06978398487160817,0.004385853444880892,-0.9469097077364395,-0.3138040234596909,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.001242600683035244,0.015035983145756196,0.32932410355421754,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.18798306230449338,0.029264914942085135,10.15933390583108,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351529.3964746,1444331,1704351529,396222199,base_link,0.06958802617873955,0.00577181671493997,-0.9484633804741254,-0.30909773315886785,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.01759473404294962,-0.0374382465049393,0.36113313264071933,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.39660990389687506,-0.10522551190690302,9.957843802070776,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351529.460431,1444332,1704351529,460175506,base_link,0.07185951944066928,0.007075613122947992,-0.9501988735028467,-0.30316372797320507,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.02738743206837783,-0.01126893942370472,0.34517483888820566,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.6695519435299078,-0.12783959732041955,9.840610433892582,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351529.5084558,1444333,1704351529,508208027,base_link,0.07286948831693583,0.006527331350979556,-0.9511288084179687,-0.3000023690161091,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.000638591935163259,0.02577378052103707,0.30646778981472145,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.6103832321475267,-0.08354591822668703,9.82239746531545,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351529.57243,1444334,1704351529,572206741,base_link,0.07130602265715154,0.005816396072549563,-0.9527164733355558,-0.29531837413985323,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.00329021379074354,0.015084206453186432,0.3129591118137351,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.44618850918955255,-0.07114515649260743,9.986732253069711,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351529.6204698,1444335,1704351529,620216959,base_link,0.07101773694386686,0.006940122647422443,-0.9539154216278563,-0.2914681528358794,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.01908801844365909,0.009356904772382888,0.3283562442350555,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.436988348085143,-0.20453176686848676,9.906235348416956,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351529.6844273,1444336,1704351529,684207825,base_link,0.07116865182785674,0.006049186868853594,-0.9553737296306263,-0.2866347276009977,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.012137976841880258,0.01606142640042467,0.329105191712613,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.5484821741153146,-0.10001268243108047,9.966349619268076,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351529.7327695,1444337,1704351529,732194262,base_link,0.07273732736935146,0.00655498306032353,-0.956150241106277,-0.28362480469213364,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.004505885132726277,0.04543200743613772,0.29745844900503793,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.618745515438481,-0.2804899543340775,9.699196257112437,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351529.7804427,1444338,1704351529,780185818,base_link,0.07151629723404866,0.006087170073147901,-0.9572454892187201,-0.2802310456763218,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.006164351977490863,0.021479378625963344,0.3070736589627145,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.44934617183418274,-0.10355461813792287,10.134094210900981,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351529.844492,1444339,1704351529,844177737,base_link,0.06936732202817698,0.0058846052309170895,-0.958924222346746,-0.27498705760926956,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,7.273173011194393e-05,-0.018884138067685775,0.3357003104151125,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.4335660725277166,-0.06407618863819106,9.911451488520324,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351529.8924844,1444340,1704351529,892194190,base_link,0.06973154407499875,0.005508059525134644,-0.959880593082046,-0.27154450844317124,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.019085441676429525,-2.0433650243478378e-05,0.3217037344110648,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.6199001826327324,-0.044652928436816355,9.85011438386801,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351529.9564233,1444341,1704351529,956185917,base_link,0.07229505600823977,0.004143114331619814,-0.9607378318313465,-0.26784151651378485,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.010824699054927863,0.043876973151869454,0.29097504991026724,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.6802679315821082,-0.011563203112117481,9.758634200767604,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.004463,1444342,1704351530,4182283,base_link,0.07174927485379211,0.0032558795357196402,-0.9616669676066525,-0.2646470937316897,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.023475849572291596,0.08081354990216207,0.2833869383058181,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.558029390317084,-0.06092240477971115,9.812773182049664,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.0685294,1444343,1704351530,68195797,base_link,0.06943286919660224,0.0034878424069185437,-0.9632993843919846,-0.25927052987274835,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.005440615337902878,0.04234836468742206,0.3129355428380879,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.42813384128517035,-0.13794030747781086,10.092704337971314,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.1164207,1444344,1704351530,116185816,base_link,0.06945686499908656,0.005247642041890104,-0.964500984101699,-0.25472741867406595,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0032315579027958597,-0.0008313848032319504,0.34918918804685023,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.46453732807697723,-0.3149277570104346,9.866177115551913,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.1644466,1444345,1704351530,164189368,base_link,0.071149218114119,0.005841805906006912,-0.9654590444378199,-0.2505843083249979,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.020680762136505645,0.006761532873448836,0.33435597998635413,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.6229887681245087,-0.26822164544046817,9.944541571386566,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.2284353,1444346,1704351530,228149374,base_link,0.07347542949262315,0.004646728686118123,-0.9664264186089844,-0.2461701577933526,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.04078881695545308,0.023759003976815886,0.3121967153726727,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.6658313640074643,-0.12325486529781804,10.120117838644951,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.2764065,1444347,1704351530,276157041,base_link,0.07524481673827588,0.0059083378252946135,-0.967047919605313,-0.2431493991051622,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.014082125014532541,0.016260035006550762,0.2894337787188975,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.6223844296296667,-0.20480194071756577,9.669351775425733,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.3244133,1444348,1704351530,324162834,base_link,0.07407277325404724,0.002989015902488776,-0.9682034981026154,-0.23892734525007425,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.0006127041750549399,0.011733374604030528,0.32288051871774354,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.5929594968892683,0.2311594813353035,10.004098024315814,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.388449,1444349,1704351530,388158696,base_link,0.07151990299214157,0.00046151237054434366,-0.9698500695938711,-0.2329710990468346,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.020055252419194092,0.008137591910052677,0.3314106902682946,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.604819977557789,0.12337980867906276,9.812144577421614,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.4364665,1444350,1704351530,436180029,base_link,0.0728479177265851,0.00031346888354629853,-0.9705973244687246,-0.2294208280743343,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.03823087199068461,0.03508859299050548,0.32699340483672107,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.6756547817355625,0.06239767292914959,9.892531568219203,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.500425,1444351,1704351530,500162707,base_link,0.07597872111721864,0.00274152069162987,-0.9715710767066745,-0.22420829803716533,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.02269858072378694,0.03903106378815419,0.3204557105452264,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.6687927950680621,-0.18750546991792566,9.836187760990175,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.5485106,1444352,1704351530,548174009,base_link,0.07709046882620069,0.00511094486764602,-0.9723454852471012,-0.2203978111921613,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.012310401624890121,0.012576293600439969,0.31103750792918844,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.7238236958694498,-0.357085473389233,9.888341256196016,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.6124752,1444353,1704351530,612193400,base_link,0.0773561047924047,0.0063990687569643835,-0.9733574968187314,-0.21575511200702413,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.015217967779258152,-0.0013657460938862219,0.3175826257822217,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.7507071708995984,-0.2824037381030301,9.97197250599782,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.6604214,1444354,1704351530,660185033,base_link,0.0744857791667492,0.006084733050381676,-0.9743918802982101,-0.2120738275566938,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.012577009453632533,-0.028467435366020786,0.31948988188639554,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.7265198766111387,-0.20724086160460486,9.854033739218494,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.7083926,1444355,1704351530,708139168,base_link,0.0728985939375924,0.004755635945342635,-0.9752154796039738,-0.20884910167263948,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.007294520083656443,-0.00732661775262123,0.30728697816602984,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.7755954501189796,-0.10762317480212016,9.997892482801436,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.7723818,1444356,1704351530,772122617,base_link,0.07116185387972582,0.0012217968608903961,-0.9765267999278348,-0.2032975818536307,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.02098333651229243,0.010736432194678715,0.313189475248027,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.6312482889134088,0.15740375582621896,9.764747041337978,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.8203988,1444357,1704351530,820140490,base_link,0.0696386663565477,-0.0007031004001577406,-0.9775725184093549,-0.19875093219580184,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.020441668626733713,0.030341467358199366,0.3338763446740308,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.5497317805485007,0.16353824547104126,9.87465170248719,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.8844297,1444358,1704351530,884144920,base_link,0.06663398683483189,0.001452838398333195,-0.9790494399330019,-0.19240580871158516,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.04214458038828673,0.01795017234713151,0.3376560027616122,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.5264231962769145,-0.09386659284516544,9.947972137129167,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.932483,1444359,1704351530,932157092,base_link,0.06539336394263506,0.0035628507366385837,-0.9799596416174822,-0.18812260589262092,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.0035244905218055097,0.013672701360935716,0.32536444906646045,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.5220932201448004,-0.23305961926609664,9.968572044070187,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351530.9965527,1444360,1704351530,996160348,base_link,0.06659998554871725,0.006653885057831411,-0.9810002430891142,-0.18209527944910248,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.03281469504639084,-0.004681544565937634,0.3137118210063324,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.6005611709583333,-0.4634576499771306,10.033444527906518,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351531.0444412,1444361,1704351531,44157964,base_link,0.06915702356406188,0.007884178143834835,-0.9815581657207155,-0.1780413242304721,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.03997108331807844,0.015179804194765955,0.3032481612148702,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.763173529336811,-0.413640676469962,9.790858483110856,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351531.0924735,1444362,1704351531,92153782,base_link,0.06543134247243917,0.004887210883692691,-0.982578210028691,-0.17388190178637492,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.047272431368711204,0.005722385869031631,0.2819542575078964,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.5785665170679548,-0.07704325852224612,10.069729136908245,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351531.1564443,1444363,1704351531,156151648,base_link,0.06361993031514845,0.0016976634265002727,-0.9834696835370105,-0.16951992204221494,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.0020054617226443867,0.0049622918341237,0.29711280398505924,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.589148583132574,0.02969536001659743,9.722351002184022,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351531.2044094,1444364,1704351531,204110493,base_link,0.06437492620673504,-0.001513362655373988,-0.9841891269739179,-0.1650010331957582,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.01867567751908824,0.01630889253453947,0.3301998840786901,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.5952711529932609,0.2891695209380733,10.038120400623681,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
1704351531.2684712,1444365,1704351531,268109729,base_link,0.0637005072969874,-0.004464601511775793,-0.9851965441397075,-0.159091426917433,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.03537868561581257,0.05078525346982389,0.3302914635306752,0.00010000000000000002,0.0,0.0,0.0,0.00010000000000000002,0.0,0.0,0.0,0.0001,-0.5885168441024742,0.1836825328739124,9.805335387430395,0.0036000000000000003,5.293955920339377e-23,0.0,-5.293955920339377e-23,0.0036000000000000003,0.0,0.0,0.0,0.0036
