Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1704339705.069395,302629,1704339704,999530831,ublox_gps,2,15,48.4985788,-39.13776529789422,108.735,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
1704339705.2743306,302630,1704339705,199530779,ublox_gps,2,15,48.4985806,-39.13776669789422,108.732,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
1704339705.4653854,302631,1704339705,399530728,ublox_gps,2,15,48.4985825,-39.13776809789422,108.741,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
1704339705.6649632,302632,1704339705,599530678,ublox_gps,2,15,48.4985843,-39.13776959789422,108.744,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
1704339705.8623178,302633,1704339705,799530627,ublox_gps,2,15,48.4985862,-39.13777089789422,108.748,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
1704339706.0718403,302634,1704339705,999530577,ublox_gps,2,15,48.4985881,-39.137772297894216,108.751,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
1704339706.2653675,302635,1704339706,199530525,ublox_gps,2,15,48.49859,-39.13777369789422,108.754,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
1704339706.463216,302636,1704339706,399530474,ublox_gps,2,15,48.4985919,-39.13777509789422,108.761,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
1704339706.668269,302637,1704339706,599530424,ublox_gps,2,15,48.498593799999995,-39.13777649789422,108.758,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
1704339706.8625634,302638,1704339706,799530373,ublox_gps,2,15,48.4985958,-39.13777789789422,108.758,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
1704339707.0663955,302639,1704339706,999530323,ublox_gps,2,15,48.4985977,-39.13777929789422,108.761,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
1704339707.2680707,302640,1704339707,199530271,ublox_gps,2,15,48.4985996,-39.13778059789422,108.766,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
1704339707.4665928,302641,1704339707,399530221,ublox_gps,2,15,48.4986015,-39.13778189789422,108.771,0.00019600000000000002,0.0,0.0,0.0,0.00019600000000000002,0.0,0.0,0.0,0.0001,2
